created_at,username,text,prepros_text,text_join,label
Wed Sep 13 15:08:52 +0000 2023,ShifaSusfa,"Anies tak mau mengakui jasa ormas radikal, PA 212: Kami yang mengantarkan dia menang jadi Gubernur!  Gus Muhaimin | Azizah | Rempang | Rabu | Arhan | Narnia | KDRT | Abimana | Akmal | Mantap Gus | Bawaslu | #HongKongOpen2023 | #AniesMuhaimin2024 https://t.co/YLdJVU8YNc",anies tak mau mengakui jasa ormas radikal pa kami yang mengantarkan dia menang jadi gubernur gus muhaimin azizah rempang rabu arhan narnia kdrt abimana akmal mantap gus bawaslu,anies aku jasa ormas radikal pa antar menang gubernur gus muhaimin azizah rempang rabu arhan narnia kdrt abimana akmal mantap gus bawaslu,black-campaign
Wed Sep 13 14:41:58 +0000 2023,dsaputra6579683,"Anies tak mau mengakui jasa ormas radikal, PA 212: Kami yang mengantarkan dia menang jadi Gubernur!  Azizah | KDRT | Abimana | Rabu | Rempang | iPhone 15 | Halo-Halo Bandung | Libya | #MovingEp17 | Akmal | Bawaslu | Qatar | #MyLovelyLiarEp14 | #READYTOBE_IN_JKT https://t.co/sEcYXgLWjb",anies tak mau mengakui jasa ormas radikal pa kami yang mengantarkan dia menang jadi gubernur azizah kdrt abimana rabu rempang iphone halohalo bandung libya akmal bawaslu qatar injkt,anies aku jasa ormas radikal pa antar menang gubernur azizah kdrt abimana rabu rempang iphone halohalo bandung libya akmal bawaslu qatar injkt,black-campaign
Wed Sep 13 14:27:02 +0000 2023,NoviRidanty,"Anies tak mau mengakui jasa ormas radikal, PA 212: Kami yang mengantarkan dia menang jadi Gubernur!  Azizah | KDRT | Abimana | Rabu | Rempang | iPhone 15 | Halo-Halo Bandung | Libya | #MovingEp17 | Akmal | Bawaslu | Qatar | #MyLovelyLiarEp14 | #READYTOBE_IN_JKT https://t.co/9Y43vncfSD",anies tak mau mengakui jasa ormas radikal pa kami yang mengantarkan dia menang jadi gubernur azizah kdrt abimana rabu rempang iphone halohalo bandung libya akmal bawaslu qatar injkt,anies aku jasa ormas radikal pa antar menang gubernur azizah kdrt abimana rabu rempang iphone halohalo bandung libya akmal bawaslu qatar injkt,black-campaign
Tue Sep 12 04:39:59 +0000 2023,Ganjar_Mahfud08,@BurhanMuhtadi @quraishihab  @mohmahfudmd  Nasdem PKS demokrat Gerindra  Pake Politisasi SARA di pilgub DKI. Pake ormas radikal u demo tolak ahok kafir .  Ayat mayat almaidah 51 dll  Uno imin anies wo2  Pilpres 2024 mau pake SARA lg y?  Itima ulama. Ulama mana?   Ulamaa 212 FPIâ€¦ https://t.co/HyEHjGnxsv,nasdem pks demokrat gerindra pake politisasi sara di pilgub dki pake ormas radikal  demo tolak ahok kafir ayat mayat almaidah dll uno imin anies wo pilpres mau pake sara lg  itima ulama ulama mana ulamaa fpi,nasdem pks demokrat gerindra pake politisasi sara pilgub dki pake ormas radikal demo tolak ahok kafir ayat mayat almaidah dll uno imin anies wo pilpres pake sara lg itima ulama ulama ulamaa fpi,nonblack-campaign
Sun Sep 10 16:16:42 +0000 2023,ryan86068326,"@CNNIndonesia Coba kalo Anies auto digoreng ormas terlarang radikal radikul dll,ðŸ˜‚ðŸ˜‚",coba kalo anies auto digoreng ormas terlarang radikal radikul dll,coba anies auto goreng ormas larang radikal radikul dll,black-campaign
Sun Sep 10 06:30:35 +0000 2023,juanhermanto12,Anies didukung ormas radikal dan intoleran https://t.co/O25lp0CudV,anies didukung ormas radikal dan intoleran,anies dukung ormas radikal intoleran,black-campaign
Thu Sep 07 22:49:37 +0000 2023,orangalimbanget,Waspada anies mendukung kebangkitan ormas radikal HTI!! https://t.co/loDEAqCefk,waspada anies mendukung kebangkitan ormas radikal hti,waspada anies dukung bangkit ormas radikal hti,black-campaign
Thu Sep 07 14:47:15 +0000 2023,Ganjar_Mahfud08,Wo2 &amp  Yaman Anies BasEdan Pake politisasi SARA &amp  Ormas radikal U menang PilGub DKI + Fitnah Ahok Bersama UNo Nipu DP O OKOC Anti Reklamasi e diam2 ksh 1000 IMB Mentri di pecat gubernur gagal  Imam Mahdi lahir setelah kiamat  Bukan sekarang  Roki gering bukan rasul tp antek asingâ€¦ https://t.co/LEgjjb8khh,wo amp yaman anies basedan pake politisasi sara amp ormas radikal  menang pilgub dki fitnah ahok bersama uno nipu dp  okoc anti reklamasi  diam ksh imb mentri di pecat gubernur gagal imam mahdi lahir setelah kiamat bukan sekarang roki gering bukan rasul tp antek asing,wo yaman anies basedan pake politisasi sara ormas radikal menang pilgub dki fitnah ahok uno nipu dp okoc anti reklamasi diam ksh imb tri pecat gubernur gagal imam mahdi lahir kiamat roki gering rasul tp antek asing,black-campaign
Thu Sep 07 03:33:16 +0000 2023,Madelinai88,Anies ternyata di dukung Ormas radikal. https://t.co/qMR3YqnzvS,anies ternyata di dukung ormas radikal,anies dukung ormas radikal,black-campaign
Wed Sep 06 14:39:28 +0000 2023,jevs_07yahoocom,Yakin mau dipimpin anies yg didukung ormas radikal https://t.co/yv4fr7BNfW,yakin mau dipimpin anies yg didukung ormas radikal,pimpin anies dukung ormas radikal,black-campaign
Wed Sep 06 12:17:24 +0000 2023,yuemiemieya,Anies ga pantas memimpin bangsa. Didukung ormas radikal dan intoleran. FPI dan HTI berpotensi bangkit kembali ditangan Anies. . . #BapakPolitikIdentitas  #AniesNasdemOut https://t.co/Igu8FFt4jB,anies ga pantas memimpin bangsa didukung ormas radikal dan intoleran fpi dan hti berpotensi bangkit kembali ditangan anies,anies pimpin bangsa dukung ormas radikal intoleran fpi hti potensi bangkit tang anies,black-campaign
Tue Sep 05 14:52:22 +0000 2023,maztoks,"@JuarnoMarga @DoankWarto Itulah hebatnya Anies, semua ormas dan agama dirangkul. Biar mereka sendiri yg bicara... He...he...jualan radikal radikul intoleran bablaaaasss ... https://t.co/8O1ky9ufsg",itulah hebatnya anies semua ormas dan agama dirangkul biar mereka sendiri yg bicara hehejualan radikal radikul intoleran bablaaaasss,hebat anies ormas agama rangkul bicara hehejualan radikal radikul intoleran bablaaaasss,black-campaign
Mon Sep 04 22:46:32 +0000 2023,chelloquinox,"@SammiSoh Ah, apa iya model Anies atau Wowo bisa lebih baik???, Atau malah lebih semakin parah, apalagi Anies yg Kita tau sangat dkt dgn ormas radikal Dan juga ada Partai PSKðŸ™ðŸ™",ah apa iya model anies atau wowo bisa lebih baik atau malah lebih semakin parah apalagi anies yg kita tau sangat dkt dgn ormas radikal dan juga ada partai psk,ah iya model anies wowo parah anies dkt ormas radikal partai psk,black-campaign
Mon Sep 04 08:59:02 +0000 2023,StateGuardians,@ekowboy2 @ganjarpranowo @islah_bahrawi Halah ko...gegara anies duet sm imin...tiba2 sok NU... Bukan nya kamu pendukung ormas radikal ...skrg kepepet ngaku2 NU....,bahrawi halah kogegara anies duet sm imintiba sok nu bukan nya kamu pendukung ormas radikal skrg kepepet ngaku nu,bahrawi halah kogegara anies duet sm imintiba sok nu dukung ormas radikal skrg pepet ngaku nu,black-campaign
Mon Sep 04 07:20:40 +0000 2023,HilyahVernanda,Ancaman kebangkitan ormas radikal . . . Mackenyu Nasdem Aku NU Innalillahi Zoro ADA YANG MAU IKUT AKU Pesta Rakyat Bekasi Pecah Marlo Erdogan De Gea Nestle Onana Sanggup Garnacho Anies #AhnHyoSeop #KoreanArtistoftheYear #ONEPIECE1074 https://t.co/dvLlTkWngx,ancaman kebangkitan ormas radikal mackenyu nasdem aku nu innalillahi zoro ada yang mau ikut aku pesta rakyat bekasi pecah marlo erdogan de gea nestle onana sanggup garnacho anies,ancam bangkit ormas radikal mackenyu nasdem nu innalillahi zoro pesta rakyat bekas pecah marlo erdogan de gea nestle onana sanggup garnacho anies,black-campaign
Mon Sep 04 07:10:12 +0000 2023,mayangnatasyaa,Ancaman kebangkitan ormas radikal untuk mendukung Anies . . . Aku NU Innalillahi Innalillahi Marlo ADA YANG MAU IKUT AKU Nasdem Onana Pesta Rakyat Bekasi Pecah seungkwan Sanggup Tolol Nestle Garnacho minghao Mackenyu Zoro #ZeeLetter #ONEPIECE1074 #LiaChat https://t.co/KMi9mUPGjC,ancaman kebangkitan ormas radikal untuk mendukung anies aku nu innalillahi innalillahi marlo ada yang mau ikut aku nasdem onana pesta rakyat bekasi pecah seungkwan sanggup tolol nestle garnacho minghao mackenyu zoro,ancam bangkit ormas radikal dukung anies nu innalillahi innalillahi marlo nasdem onana pesta rakyat bekas pecah seungkwan sanggup tolol nestle garnacho minghao mackenyu zoro,black-campaign
Mon Sep 04 06:57:39 +0000 2023,IrwantoKharisma,ancaman kebangkitan ormas radikal dibalik Anies . . . Garnacho Innalillahi De Gea Pesta Rakyat Bekasi Pecah Marlo Senin Onana Gocheok Sky Dome Maguire Havertz Aku NU Anthony Taylor Arsenal Nasdem Klaten Erdogan #ONEPIECE1074 #NabilaFeatFiersaBesari https://t.co/SISfXDiS9B,ancaman kebangkitan ormas radikal dibalik anies garnacho innalillahi de gea pesta rakyat bekasi pecah marlo senin onana gocheok sky dome maguire havertz aku nu anthony taylor arsenal nasdem klaten erdogan,ancam bangkit ormas radikal balik anies garnacho innalillahi de gea pesta rakyat bekas pecah marlo senin onana gocheok sky dome maguire havertz nu anthony taylor arsenal nasdem klaten erdogan,black-campaign
Mon Sep 04 03:54:10 +0000 2023,alim_alita,Ormas radikal siap bangkit dan mendukung anies . . . Innalillahi Pesta Rakyat Bekasi Pecah Onana De Gea Garnacho Pagii Klaten Maguire Senin Emyu ACTRESS YERI FIRST DAESANG Apel Pagi Aku NU Zoro #NyomanPaulXNewWest #NabilaFeatFiersaBesari https://t.co/ap9BK8Z2Dv,ormas radikal siap bangkit dan mendukung anies innalillahi pesta rakyat bekasi pecah onana de gea garnacho pagii klaten maguire senin emyu actress yeri first daesang apel pagi aku nu zoro,ormas radikal bangkit dukung anies innalillahi pesta rakyat bekas pecah onana de gea garnacho pagi klaten maguire senin emyu actress yeri first daesang apel pagi nu zoro,black-campaign
Mon Sep 04 02:40:13 +0000 2023,PrabowoTessa,Bahaya Ormas radikal yang akan bangkit untuk dukung anies . . . Pesta Rakyat Bekasi Pecah Garnacho First MV De Gea Perubahan Eunwoo Nasdem terimakasih jateng Pagii Maguire Onana Klaten #ONEPIECE1074 #NabilaFeatFiersaBesari #AgustD https://t.co/9kLRp65HV0,bahaya ormas radikal yang akan bangkit untuk dukung anies pesta rakyat bekasi pecah garnacho first mv de gea perubahan eunwoo nasdem terimakasih jateng pagii maguire onana klaten,bahaya ormas radikal bangkit dukung anies pesta rakyat bekas pecah garnacho first mv de gea ubah eunwoo nasdem terimakasih jateng pagi maguire onana klaten,black-campaign
Mon Sep 04 02:13:54 +0000 2023,RocithaWahyuni,hati hati ormas radikal akan bangkit dan mendukung anies . . . Onana Pesta Rakyat Bekasi Pecah De Gea Garnacho Maguire Minggu Perubahan Marlo Sering Ivermectin Zoro Nasdem Tolol #NyomanPaulXNewWest #AgustD #NabilaFeatFiersaBesari https://t.co/StKGbtcAOn,hati hati ormas radikal akan bangkit dan mendukung anies onana pesta rakyat bekasi pecah de gea garnacho maguire minggu perubahan marlo sering ivermectin zoro nasdem tolol,hati hati ormas radikal bangkit dukung anies onana pesta rakyat bekas pecah de gea garnacho maguire minggu ubah marlo ivermectin zoro nasdem tolol,black-campaign
Sat Sep 02 17:47:11 +0000 2023,FeraniRikzan,anies pendukung ormas radikal  === Sisca Saras Mudryk Chelsea Haaland Caicedo Malming Gusdurian Bellingham Pisang Spurs Ziva Rose Persib Hanif Malam Minggu Alvarez Sterling https://t.co/i87kYiCUwm,anies pendukung ormas radikal sisca saras mudryk chelsea haaland caicedo malming gusdurian bellingham pisang spurs ziva rose persib hanif malam minggu alvarez sterling,anies dukung ormas radikal sisca saras mudryk chelsea haaland caicedo malming gusdurian bellingham pisang spurs ziva rose persib hanif malam minggu alvarez sterling,black-campaign
Sat Sep 02 09:27:28 +0000 2023,AgustiHilary,anies pendukung ormas radikal  === Penghianat Cawapres Mas AHY Sisca Gus Dur Demokrat Yati WHO IN THAI BL wonwoo Zoro WELCOME BACK MC MARK Nasdem September Ceria Awal September https://t.co/67CWS6ctK0,anies pendukung ormas radikal penghianat cawapres mas ahy sisca gus dur demokrat yati who in thai bl wonwoo zoro welcome back mc mark nasdem september ceria awal september,anies dukung ormas radikal penghianat cawapres mas ahy sisca gus dur demokrat yati who in thai bl wonwoo zoro welcome back mc mark nasdem september ceria september,black-campaign
Wed Aug 30 17:16:42 +0000 2023,toloose25,"@Mdy_Asmara1701 Lupa apa uang yg dikeluarkan utk ormas radikal oleh kebijakan anies, jelas aja diem krn mrk di bius oleh uang tsb.",asmara lupa apa uang yg dikeluarkan utk ormas radikal oleh kebijakan anies jelas aja diem krn mrk di bius oleh uang tsb,asmara lupa uang keluar ormas radikal bijak anies diem mrk bius uang tsb,black-campaign
Wed Aug 30 04:50:32 +0000 2023,CitraWening1,@HidayatNatari Pendukung-Anies-ormas-terlarang-radikal-teroris https://t.co/FzPb7dhVyr,pendukunganiesormasterlarangradikalteroris,pendukunganiesormasterlarangradikalteroris,nonblack-campaign
Tue Aug 29 18:02:55 +0000 2023,NamoAryatara,@EsTeh__28 Gubernur Jateng nya pak Anies Baswedan ya??  Jateng tanpa ormas radikal.. katanya Gubernur Jateng,gubernur jateng nya pak anies baswedan ya jateng tanpa ormas radikal katanya gubernur jateng,gubernur jateng anies baswedan jateng ormas radikal gubernur jateng,black-campaign
Mon Aug 28 15:06:34 +0000 2023,INDONESIAPERKS4,"Bocoran @wikileaks Surat Kawat CIA Anies Sahabat Amerika.  Dan Kau Jangan Lupa Drunnn @ekowboy2, Kemenangan @aniesbaswedan Pada Pilkada DKI 2017 adalah Campur Tangan dari Ormas Radikal HTI, FPI.  Sebelum kau Membela Anies, Cuci Dulu Dosa-Dosa Anies dimasa lalunya. https://t.co/ILwQNzTGF3",bocoran surat kawat cia anies sahabat amerika dan kau jangan lupa drunnn kemenangan pada pilkada dki adalah campur tangan dari ormas radikal hti fpi sebelum kau membela anies cuci dulu dosadosa anies dimasa lalunya,bocor surat kawat cia anies sahabat amerika kau lupa drunnn menang pilkada dki campur tangan ormas radikal hti fpi kau bela anies cuci dosadosa anies masa lalu,black-campaign
Mon Aug 28 14:02:07 +0000 2023,mariodonii,"Kacau, Agama bakal jadi bahan dagangan jelang Pilpres! Anies gandeng ormas radikal untuk dongkrak suara  #GoodByeAFF | Guru | #TimnasDay | Senin | Biadab | #BahkanVoli | Gus Muhaimin | Panglima TNI | Imam Masykur | Sambo | Aceh | Kokas | Indra Herlambang | That's Not Fair | BPJS https://t.co/yv5WcsCZ59",kacau agama bakal jadi bahan dagangan jelang pilpres anies gandeng ormas radikal untuk dongkrak suara guru senin biadab gus muhaimin panglima tni imam masykur sambo aceh kokas indra herlambang thats not fair bpjs,kacau agama bahan dagang jelang pilpres anies gandeng ormas radikal dongkrak suara guru senin biadab gus muhaimin panglima tni imam masykur sambo aceh kokas indra herlambang thats not fair bpjs,nonblack-campaign
Mon Aug 28 13:38:03 +0000 2023,dinadewii791,"Kacau, Agama bakal jadi bahan dagangan jelang Pilpres! Anies gandeng ormas radikal untuk dongkrak suara    #GoodByeAFF | Biadab | Indra Herlambang | Panglima TNI | Sambo | Guru | Senin | Gus Muhaimin | Imam Masykur | #TimnasDay | #BahkanVoli | Aceh | Tewas | Bank Mandiri https://t.co/68Sj1DarSZ",kacau agama bakal jadi bahan dagangan jelang pilpres anies gandeng ormas radikal untuk dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,kacau agama bahan dagang jelang pilpres anies gandeng ormas radikal dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,nonblack-campaign
Mon Aug 28 13:31:09 +0000 2023,imronputra117,"Kacau, Agama bakal jadi bahan dagangan jelang Pilpres! Anies gandeng ormas radikal untuk dongkrak suara    #GoodByeAFF | Biadab | Indra Herlambang | Panglima TNI | Sambo | Guru | Senin | Gus Muhaimin | Imam Masykur | #TimnasDay | #BahkanVoli | Aceh | Tewas | Bank Mandiri https://t.co/0ml2Se6Swn",kacau agama bakal jadi bahan dagangan jelang pilpres anies gandeng ormas radikal untuk dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,kacau agama bahan dagang jelang pilpres anies gandeng ormas radikal dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,nonblack-campaign
Mon Aug 28 13:29:37 +0000 2023,RaniBellaaa,"Kacau, Agama bakal jadi bahan dagangan jelang Pilpres! Anies gandeng ormas radikal untuk dongkrak suara    #GoodByeAFF | Biadab | Indra Herlambang | Panglima TNI | Sambo | Guru | Senin | Gus Muhaimin | Imam Masykur | #TimnasDay | #BahkanVoli | Aceh | Tewas | Bank Mandiri https://t.co/payxwOW5vI",kacau agama bakal jadi bahan dagangan jelang pilpres anies gandeng ormas radikal untuk dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,kacau agama bahan dagang jelang pilpres anies gandeng ormas radikal dongkrak suara biadab indra herlambang panglima tni sambo guru senin gus muhaimin imam masykur aceh tewas bank mandiri,nonblack-campaign
Sun Aug 27 14:09:01 +0000 2023,linarikaa21,"Habis manis sepah dibuang! PSI sebut Beliau nyesal pernah didukung ormas radikal pada Pilpres terdahulu, Loyalis Anies: PSI mengada-ada!  Minggu Indra Herlambang Apri Dwi Sasono #AFFKacau Dipelihara Paspampres Seo Seung Jae Vietnam Shibal #VindesSport Ujan #BWC2023 Senin Mas Adi https://t.co/Fa93FeRP3K",habis manis sepah dibuang psi sebut beliau nyesal pernah didukung ormas radikal pada pilpres terdahulu loyalis anies psi mengadaada minggu indra herlambang apri dwi sasono dipelihara paspampres seo seung jae vietnam shibal ujan senin mas adi,habis manis sepah buang psi beliau nyesal dukung ormas radikal pilpres loyalis anies psi mengadaada minggu indra herlambang apri dwi sasono pelihara paspampres seo seung jae vietnam shibal ujan senin mas adi,nonblack-campaign
Sun Aug 27 04:51:30 +0000 2023,vanir8597,@aksanlass Malah anies deh kek nya yang di dukung ormas radikal.  #Prabowo2024 #Prabowo08,malah anies deh kek nya yang di dukung ormas radikal,anies deh kek dukung ormas radikal,black-campaign
Sun Aug 27 03:18:04 +0000 2023,AmiruddinMusaAM,"@yudiwibowo976 @Yurissa_Samosir @bos_sir @MuhiqR @NohCeukenohhh @mustafaagus007 @doelpaten @Kang_Toniee @Azri_Ardhani @Putri96960977 @AnisSafran75415 @choymarkochoy Ciee hari ini masih ngomongin radikal-radikul! Wkwkwkw mo nanya Ormas mana yg sudh bikin rusuh selama oak Anies menjabat gub. DKI? Apa iyaa Jakarta sudah berubah berdarah-darah mirip yaman, seperti klaim kalian wahai para rasissss...?",samosir sir toniee ardhani ciee hari ini masih ngomongin radikalradikul wkwkwkw mo nanya ormas mana yg sudh bikin rusuh selama oak anies menjabat gub dki apa iyaa jakarta sudah berubah berdarahdarah mirip yaman seperti klaim kalian wahai para rasissss,samosir sir toniee ardhani ciee ngomongin radikalradikul wkwkwkw mo nanya ormas sudh rusuh oak anies jabat gub dki iyaa jakarta ubah berdarahdarah yaman klaim rasissss,nonblack-campaign
Sat Aug 26 14:40:43 +0000 2023,wahyudiprojo,"@YadinMars @BosPurwa @aniesbaswedan Tapi anies didukung oligarki, ormas islam radikal, mafia, cukong dan antek asing",tapi anies didukung oligarki ormas islam radikal mafia cukong dan antek asing,anies dukung oligarki ormas islam radikal mafia cukong antek asing,black-campaign
Sat Aug 26 14:20:35 +0000 2023,orangalimbanget,Ormas radikal dan intoleran selalu berada di belakang Anies Baswedan,ormas radikal dan intoleran selalu berada di belakang anies baswedan,ormas radikal intoleran anies baswedan,black-campaign
Fri Aug 25 16:01:58 +0000 2023,NormanB99623558,"@StefanAntonio__ Sekarang malah @ganjarpranowo ingin dekat dgn @aniesbaswedan yang dikenal sebagai Bapak Politik Identitas.  Ganjar - Anies bisa kok terwujud, karena Ganjar dulunya juga Pembicara di Forum HTI.  Jadi masih ada keterikatan emosional antara Ganjar dan HTI dan ormas radikal lainnya. https://t.co/y0KIt9jIJG",sekarang malah ingin dekat dgn yang dikenal sebagai bapak politik identitas ganjar anies bisa kok terwujud karena ganjar dulunya juga pembicara di forum hti jadi masih ada keterikatan emosional antara ganjar dan hti dan ormas radikal lainnya,kenal politik identitas ganjar anies wujud ganjar dulunya bicara forum hti ikat emosional ganjar hti ormas radikal,black-campaign
Fri Aug 25 06:04:52 +0000 2023,maha_robi,Kubu Prabowo dan kubu Anies rebutan basis suara Ormas radikal! FPI tegaskan ogah pilih Prabowo Subianto di Pilpres 2024   Reply 1988 | Crazy Love | Bakri | Apri #anisd | #JumatBerkah | Honda | #AFFU23 | #pakehape | NDX AKA | JISOO THE TIMELESS ICON | Bekasi Timur | Thailand https://t.co/DbVGUnPnj7,kubu prabowo dan kubu anies rebutan basis suara ormas radikal fpi tegaskan ogah pilih prabowo subianto di pilpres reply crazy love bakri apri honda ndx aka jisoo the timeless icon bekasi timur thailand,kubu prabowo kubu anies rebut basis suara ormas radikal fpi tegas ogah pilih prabowo subianto pilpres reply crazy love bakri apri honda ndx aka jisoo the timeless icon bekas timur thailand,nonblack-campaign
Thu Aug 24 17:25:30 +0000 2023,AmandaIhsanudd1,"Misteri Baliho di Bogor Terungkap, Habib Rizieq Shihab, FPI dan Ormas Radikal Lainnya Mulai Merapat Ke Anies  === Thailand Malam Jumat Vietnam Rooney Kamis 24 Agustus 2023 Crazy Love Giggs Reply 1988 Honda Fajri Tokped CONGRATULATIONS TAEHYUNG Suzuki https://t.co/2MJBtparQ4",misteri baliho di bogor terungkap habib rizieq shihab fpi dan ormas radikal lainnya mulai merapat ke anies thailand malam jumat vietnam rooney kamis agustus crazy love giggs reply honda fajri tokped congratulations taehyung suzuki,misteri baliho bogor ungkap habib rizieq shihab fpi ormas radikal rapat anies thailand malam jumat vietnam rooney kamis agustus crazy love giggs reply honda fajri tokped congratulations taehyung suzuki,black-campaign
Thu Aug 24 14:20:02 +0000 2023,arianinoviii,Kubu Prabowo dan kubu Anies rebutan basis suara Ormas radikal !   #TimnasDay | Thailand | Malam Jumat | AFC Cup | Apri | Crazy Love | #THEGIRLS | Yamaha | #BWC2023 | #MenolakLupa | Elvina | Fajri | Suzuki | Honda | Graduation | #AFFU23 | Rooney https://t.co/W8akjkee2G,kubu prabowo dan kubu anies rebutan basis suara ormas radikal thailand malam jumat afc cup apri crazy love yamaha elvina fajri suzuki honda graduation rooney,kubu prabowo kubu anies rebut basis suara ormas radikal thailand malam jumat afc cup apri crazy love yamaha elvina fajri suzuki honda graduation rooney,black-campaign
Thu Aug 24 09:53:08 +0000 2023,FeraniRikzan,"Misteri Baliho di Bogor Terungkap, Habib Rizieq Shihab, FPI dan Ormas Radikal Lainnya Mulai Merapat Ke Anies  === Klarifikasi Honda BEM UI Rooney Putin Crazy Love Elvina Prigozhin Suzuki AFC Cup Fajri Siang BRICS Yamaha Giggs https://t.co/yJ9Omzvd6L",misteri baliho di bogor terungkap habib rizieq shihab fpi dan ormas radikal lainnya mulai merapat ke anies klarifikasi honda bem ui rooney putin crazy love elvina prigozhin suzuki afc cup fajri siang brics yamaha giggs,misteri baliho bogor ungkap habib rizieq shihab fpi ormas radikal rapat anies klarifikasi honda bem ui rooney putin crazy love elvina prigozhin suzuki afc cup fajri siang brics yamaha giggs,black-campaign
Wed Aug 23 04:44:59 +0000 2023,G03NT03R_,Semakin banyak Anies blusukan ke daerah . Semakin membuka kedok dirinya. Anies gagal di DKI. Anies Bapak politik Identitas . Anies Raja Ngibul. Anies menang pilkada di dukung ormas radikal FPI. HTI.  Anies sering hamburkan APBD dengan modus korupsi model baru. Kelebihan Bayar,semakin banyak anies blusukan ke daerah semakin membuka kedok dirinya anies gagal di dki anies bapak politik identitas anies raja ngibul anies menang pilkada di dukung ormas radikal fpi hti anies sering hamburkan apbd dengan modus korupsi model baru kelebihan bayar,anies blusukan daerah buka kedok anies gagal dki anies politik identitas anies raja ngibul anies menang pilkada dukung ormas radikal fpi hti anies hambur apbd modus korupsi model lebih bayar,black-campaign
Wed Aug 23 01:20:59 +0000 2023,ponzolippi,"@KakekHalal Mantap Rebound pa Ganjar, rupanya di dukung suara kaum khilafah, intoleran dan ormas radikal, seperti kata partai pa Ganjar menanti duet GANJAR - ANIES, KATANYA NASIONALIS DAN POLITIK INDENTITAS AKAN BERSATU MELANJUTKAN KEKUASAAN, TERUSKAN BANG, SEMUA HALAL YG PTG BERKUASA ðŸ¤£ðŸ¤£ðŸ¤£",mantap rebound pa ganjar rupanya di dukung suara kaum khilafah intoleran dan ormas radikal seperti kata partai pa ganjar menanti duet ganjar anies katanya nasionalis dan politik indentitas akan bersatu melanjutkan kekuasaan teruskan bang semua halal yg ptg berkuasa,mantap rebound pa ganjar dukung suara kaum khilafah intoleran ormas radikal partai pa ganjar duet ganjar anies nasionalis politik indentitas satu lanjut kuasa terus bang halal ptg kuasa,black-campaign
Tue Aug 22 11:38:46 +0000 2023,ponzolippi,"@Miduk17 Wajar kan, apalagi menanti duet Ganjar dan Anies, Duet demokrasi dan politik identitas, kolaborasi yg pas, antara Capres yg di dukung ormas intoleran dan radikal dengan partai yg katanya nasionalis.. Katanya sih.. ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",wajar kan apalagi menanti duet ganjar dan anies duet demokrasi dan politik identitas kolaborasi yg pas antara capres yg di dukung ormas intoleran dan radikal dengan partai yg katanya nasionalis katanya sih,wajar duet ganjar anies duet demokrasi politik identitas kolaborasi pas capres dukung ormas intoleran radikal partai nasionalis,black-campaign
Tue Aug 22 02:55:27 +0000 2023,GabusLor,Ormas radikal dan intoleran berada dibelakang Anies Baswedan https://t.co/ATwhW60W13,ormas radikal dan intoleran berada dibelakang anies baswedan,ormas radikal intoleran belakang anies baswedan,black-campaign
Tue Aug 22 02:24:10 +0000 2023,JokMeta,Bahaya Ormas radikal dukung anies Baswedan untuk Berpolitik https://t.co/UiEEHUX19z,bahaya ormas radikal dukung anies baswedan untuk berpolitik,bahaya ormas radikal dukung anies baswedan politik,black-campaign
Tue Aug 22 02:21:28 +0000 2023,soka_soka_hu,Ormas radikal dan intoleran selalu berada di belakang Anies https://t.co/vtFcLjy4dM,ormas radikal dan intoleran selalu berada di belakang anies,ormas radikal intoleran anies,black-campaign
Tue Aug 22 02:11:03 +0000 2023,Andikaramdan056,Ormas radikal dukung Anies Baswedan #TenggelamkanAniesBaswedan https://t.co/TVn7yzXxGK,ormas radikal dukung anies baswedan,ormas radikal dukung anies baswedan,black-campaign
Tue Aug 22 02:10:21 +0000 2023,DewiSarifuddin,Ormas radikal dan intoleran selalu berada dibelakang Anies Baswedan https://t.co/76qCvsLQFo,ormas radikal dan intoleran selalu berada dibelakang anies baswedan,ormas radikal intoleran belakang anies baswedan,black-campaign
Tue Aug 22 02:10:09 +0000 2023,Andikaramdan056,Ormas radikal ada dibelakang Anies Baswedan #TenggelamkanAniesBaswedan https://t.co/tjBHVFTxjP,ormas radikal ada dibelakang anies baswedan,ormas radikal belakang anies baswedan,black-campaign
